C0BRGEB40D070001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 2.3/4 IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40D086001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 3.3/8IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40D096001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 3.3/4IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40D121001 - BARRA REDONDA ACO LIGADO 4140 BRUTO DE LAMINACAO DN 4.3/4 IN ESPECIFICACAO MMP-GEB40D
C0BRGEB40D185001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 7.1/4IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40D191001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 7.1/2IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40D197001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 7.3/4IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40D254001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 10IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40D305001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 12IN ESPECIFICACAO MMP-GEB40D QMP 0
C0BRGEB40E064001 - BARRA REDONDA ACO LIGADO 4140 TEMP E REV DN 2.1/2IN ESPECIFICACAO MMP-GEB40E QMP-0
C0BRGIG20A115001 - BARRA REDONDA ACO LIGADO GR 8620 LAMINADO 4.1/2IN  ESPECIFICACAO MMP-GIG20A QMP 0
C0BRGIG20A166001 - BARRA REDONDA ACO LIGADO 8620 LAMINADO 6.1/2 IN ESPECIFICACAO MMP-GIG20A QMP 0
C0BRKDG00A016001 - BARRA REDONDA ACO LIGADO A36 LAMINADO DN 5/8 IN ESPECIFICACAO MMP-KDG00A QMP 0
C0BRKDG00A020001 - BARRA REDONDA ACO A36 LAMINADO A QUENTE DN 3/4 IN ESPECIFICACAO MMP-KDG00A
C0BRKDG00A026001 - BARRA REDONDA ACO ESTRUTURAL A36 LAMINADO DN 1 IN ESPECIFICACAO MMP-KDG00A QMP 0
C0BRKDG00A140001 - BARRA REDONDA ACO ESTRUTURAL A36 LAMINADO 5.1/2 IN ESPECIFICACAO MMP-KDG00A QMP 0
C0BRKDG00A245001 - BARRA REDONDA ACO ESTRUTURAL A36 LAMINADO 9.5/8 IN ESPECIFICACAO MMP-KDG00A QMP 0
C0BRKDG00A258001 - BARRA REDONDA ACO ESTRUTURAL A36 LAMINADO 10.1/4 IN ESPECIFICACAO MMP-KDG00A QMP 0
C0BRPAA70B000001 - PARAFUSOS B7 DIVERSOS
C0BRPAA70B051001 - BARRA ROSCADA ACO CLASSE B7 DN 2IN X 4.1/2UNC ESPECIFICACAO MMP-PAA70B QMP 0
C0BRPAA70B102001 - BARRA ROSCADA ACO CLASSE B7 DN 4IN X 4 UNC ESPECIFICACAO MMP-PAA70B QMP 0
C0BRTNB001210001 - BARRA REDONDA NYLON 8.1/4 IN ESPECIFICACAO MNP-TNB001 QMP 0
C0BRTNB001280001 - BARRA REDONDA NYLON 11 IN ESPECIFICACAO MNP-TNB001 QMP 0
C0BRTNB00A230001 - BARRA REDONDA NYLON DN 230 MM ESPECIFICACAO MNP-TNB00A
C0BRTOB001016001 - BARRA REDONDA POLIACETAL DN 5/8 IN ESPECIFICACAO MNP-TOB001 QMP 0
C0BRTOB001070001 - BARRA REDONDA POLIACETAL DN 70MM ESPECIFICACAO MNP-TOB001 QMP 0
C0BRTOB00A020001 - BARRA REDONDA POLIACETAL DN 20MM ESPECIFICACAO MNP-TOB00A
C0BRTOB00A051001 - BARRA REDONDA POLIACETAL DN 2 IN ESPECIFICACAO MNP-TOB00A QMP-0 (A)
C0BRTTF002039001 - BARRA REDONDA PTFE 1.1/2 IN ESPECIFICACAO MNP-TTF002 QMP 0
C0BRTTF002090001 - BARRA REDONDA PTFE 90MM ESPECIFICACAO MNP-TTF002 QMP 0
C0CPGBA20A013002 - CHAPA AÇO CARBONO 1020 1/2 IN X 180 MM X 180 MM
C0CPKDG00A013001 - CHAPA ACO CARBONO A36 1/2 IN X 180 MM X 180 MM
C0FUJBD34C077001 - FUNDIDO T DE FLUXO 3 IN 3KSI
C0FUJBD34C280001 - FUNDIDO CABEÇA DE PRODUÇÃO TFF 7.1/16 IN X 11 IN 3KSI
C0FUJBD34C280002 - FUNDIDO CABEÇA DE REVESTIMENTO C22 11 IN X 9.5/8 IN 3KSI
C0FUJBD34D180001 - FUNDIDO ADAPTADOR A3 7.1/16 IN 5KSI
C0MAEC70AA280001 - MANTA DE NEOPREME 280MM X 5MM 65 SHORE A
C0TBCCD00B045001 - TUBO DE BRONZE TM-23 OD 1.3/4 IN ID 3/4 IN ESPECIFICACAO MMP-CCD00B
C0TBCCD00B064001 - TUBO DE BRONZE TM 23 OD 2.1/2N X ID 1 IN ESPECIFICACAO MMP-CCD00B
C0TBCCD00B083001 - TUBO DE BRONZE TM-23 OD 3.1/4 IN ID 2.1/2 IN ESPECIFICACAO MMP-CCD00B QMP-0
C0TBCCD00B086001 - TUBO DE BRONZE TM 23 OD 3.3/8IN X ID 1IN ESPECIFICACAO MMP-CCD00B
C0TBCCD00B089001 - TUBO DE BRONZE TM-23 OD 3.1/2 IN ID 1 IN ESPECIFICACAO MMP-CCD00B
C0TBCCD00B099001 - TUBO DE BRONZE TM-23 OD 3.3/4 IN ID 2.1/4 IN ESPECIFICACAO MMP-CCD00B
C0TBCCD00B108001 - TUBO DE BRONZE TM 23 OD 4.1/4IN X ID 2.3/4IN ESPECIFICACAO MMP-CCD00B
C0TBCCD00B115001 - TUBO DE BRONZE TM-23 OD 4.1/2 IN ID 2 IN ESPECIFICACAO MMP-CCD00B
C0TBEN80AA341001 - DISCO DE GAXETA PARA SUSPENSOR DE REVESTIMENTO
C0TBFF0001342001 - DISCO DE CELERON OD 341 MM X ID 180 MM XH 10 MM (A)
C0TBGBA20A245001 - ANEL DE ACO CARBONO 1020 ID 194MM X OD 244,5MM X H 25,4MM ESPECIFICACAO MMP-GBA20A QMP 0
C0TBGFC98A729001 - ANEL DE ACO SAE 52100 ID 588MM X OD 729MM X H 72 MM ESPECIFICACAO MMP-GFC98A QMP 0
C0TBKBD40A071001 - TUBO REDONDO ACO LIGADO VMEC LAMINADO OD 71MM X ID 56MM ESPECIFICACAO MMP-KBD40A QMP 0
C0TBKDB40A121001 - TUBO DE ACO VMEC 134 AP OD 121 MM ID 69 MM  ESPECIFICACAO MMP-KDB40A
C0TBKDB40A121002 - TUBO DE ACO VMEC 134 AP OD 121 MM ID 79,60 MM  ESPECIFICACAO MMP-KDB40A
C0TBKDB40A235001 - TUBO DE ACO VMEC 134 AP 230X182 OD 235 MM ID 173 MM  ESPECIFICACAO MMP-KDB40A
C0TBKDG00A340001 - TUBO REDONDO ACO ESTRUTURAL A36 LAMINADO OD 339,86MM ID 255,40MM ESPECIFICACAO MMP-KDG00A QMP 0
C0TBKFD00A051001 - TUBO AÇO CARBONO ASTM A53 DN 2 IN SCH 40
C0TBKFD00A115001 - TUBO ASTM A-53 OD 114,6MM X 80,6 MM ESPECIFICACAO MMP-KFD00A
C0TBSDB60B074001 - TUBO DE ACO INOX 316L 2.1/2IN SCH 160 ESPECIFICACAO MMP-SDB60B QMP 0
C0TBSEB00A074001 - TUBO ACO INOX 410 DN 2.1/2IN SCH 160 ESPECIFICACAO MMP-SEB00A QMP 0
C0TBTXP001341001 - DISCO DE CELERON OD 341 MM X ID 180 MM XH 10 MM (B)
C0VIKDG00A127001 - VIGA PERFIL I 5 IN 2A ALMA - 127MM X 79.7MM
C0VIKDG00A153001 - VIGA PERFIL I 6 IN 1A ALMA - 156,40MM X 84.67MM
C1BQGEB40F248001 - BARRA QUADRADA ACO LIGADO 4140 FORJADO TN 9.3/4 IN ESPECIFICACAO MMP-GEB40F QMP 1
C1BRCCD00B012001 - BARRA REDONDA LATAO CLA 360 DN 7/16 ESPECIFICACAO MMP-CDG00A
C1BRCCD00B045001 - BARRA REDONDA BRONZE TM-23 DN 1.3/4 IN ESPECIFICACAO MMP-CCD00B QMP 1 (A)
C1BRCCD00B048001 - BARRA REDONDA BRONZE TM-23 DN 1.7/8 IN ESPECIFICACAO MMP-CCD00B
C1BRCCD00B064001 - BARRA REDONDA BRONZE TM-23 DN 2.1/2 IN ESPECIFICACAO MMP-CCD00B
C1BRCDG00A008001 - BARRA REDONDA LATAO CLA 360 DN 5/16 IN ESPECIFICACAO MMP-CDG00A QMP-1 (A)
C1BRCDG00A013001 - BARRA REDONDA LATAO CLA 360 DN 1/2 IN ESPECIFICACAO MMP-CDG00A QMP-1 (A)
C1BRGBA20A042001 - BARRA REDONDA ACO CARBONO 1020 LAMINADO 1.5/8 IN ESPECIFICACAO MMP-GBA20A QMP 1
C1BRGBA20A048001 - BARRA REDONDA ACO CARBONO 1020 LAMINADO 1.7/8 IN ESPECIFICACAO MMP-GBA20A QMP 1
C1BRGBA45A045001 - BARRA REDONDA ACO CARBONO 1045 CONFORMADO 1.3/4 IN ESPECIFICACAO MMP-GBA45A QMP 1
C1BRGBA45A064001 - BARRA REDONDA ACO CARBONO 1045 CONFORMADO 2.1/2 IN ESPECIFICACAO MMP-GBA45A QMP 1
C1BRGEB40B045001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 1.3/4 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B048001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 1.7/8 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B067001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 2.5/8 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B089001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 3.1/2 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B096001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 3.3/4 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B102001 - ACO LIGADO 4140 RECOZIDO DN 4IN ESPECIFICACAO MMP-GEB40B
C1BRGEB40B115001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 4.1/2 IN ESPECIFICACAO MMP-GEB40B
C1BRGEB40B118001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 4.5/8IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B121001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 4.3/4 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B127001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 5 IN ESPECIFICACAO MMP-GEB40B
C1BRGEB40B229001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 9 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B254001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 10 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B260001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO 260MM ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B280001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 11 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B318001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 12.1/2 IN ESPESCIFICACAO MPP-GEB40B QMP 1
C1BRGEB40B324001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 12.3/4 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B331001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 13 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B356001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 14 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B401001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 15.3/4 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B407001 - BARRA REDONDA ACO LIGADO 4140 RECOZIDO DN 16 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B489001 - BARRA ACO LIGADO 4140 DN 19.1/4 IN ESPECIFICACAO MMP-GEB40B QMP1
C1BRGEB40B661001 - BARRA REDONDA ACO 4140 LAMINADO DN 26 IN ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40B700001 - BARRA REDONDA ACO 4140 LAMINADO DN 700 MM ESPECIFICACAO MMP-GEB40B QMP 1
C1BRGEB40D015001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 9/16 IN ESPECIFICACAO: MMP-GEB40D QMP 1
C1BRGEB40D020001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 3/4 IN ESPECIFICACAO: MMP-GEB40D QMP 1
C1BRGEB40D032001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 1.1/4 IN ESPECIFICACAO: MMP-GEB40D QMP 1
C1BRGEB40D039001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 1.1/2 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D045001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 1.3/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D048001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 1.7/8 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D058001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 2.1/4 IN ESPECIFICACAO MMP-GEB40D QMP 1 (A)
C1BRGEB40D061001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 2.3/8 IN ESPECIFICACAO MMMP-GEB40D QMP 1
C1BRGEB40D064001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 2.1/2 IN ESPECIFICACAO MMMP-GEB40D QMP 1
C1BRGEB40D067001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 2.5/8 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D074001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 2.7/8 IN ESPECIFICACAO MMMP-GEB40D QMP 1
C1BRGEB40D077001 - BARRA REDONDA ACO LIGADO 1020 BRUTO DE LAMINACAO DN 3 IN ESPECIFICACAO: MMP-GBA20A QMP-1 (A)
C1BRGEB40D083001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 3.1/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D089001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 3.1/2 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D096001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 3.3/4 IN ESPECIFICACAO MMP- GEB40D QMP 1
C1BRGEB40D099001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 3.7/8 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D105001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 4.1/8 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D115001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 4.1/2 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D121001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 4.3/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D124001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 4.7/8 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D127001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 5 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D166001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 6.1/2 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D185001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 7.1/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D190001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 190MM ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D191001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 7.1/2 IN ESPECIFICACAO MMP-GEB40D QMP 1 (A)
C1BRGEB40D216001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 8.1/2IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D223001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 8.3/4IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D229001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 9 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D254001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 10 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D255001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 255MM ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D260001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 260MM ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D280001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 11 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D286001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 11.1/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D305001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 12 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D318001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 12.1/2IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D324001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 12.3/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D331001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 13 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D350001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO 350MM ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D356001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 14 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D394001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 15.1/2 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D401001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 15.3/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D407001 - BARRA REDONDA ACO LIGADO 4140 LAMINADO DN 16 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D489001 - BARRA REDONDA ACO 4140 LAMINADO DN 19.1/4 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40D661001 - BARRA REDONDA ACO 4140 LAMINADO DN 26 IN ESPECIFICACAO MMP-GEB40D QMP 1
C1BRGEB40E067001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 2.5/8 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E090001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 3.1/2 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E115001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 4.1/2 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E140001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 5.1/2 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E147001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 5.3/4 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E153001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 6 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E159001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 6.1/4 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E169001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 6.5/8 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E172001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 6.3/4 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E178001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 7 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E185001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 7.1/4 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40E216001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO E REVENIDO DN 8.1/2 IN ESPECIFICACAO MMP-GEB40E QMP 1
C1BRGEB40F350001 - BARRA REDONDA ACO LIGADO 4140 FORJADO DN 350 MM ESPECIFICACAO MMP-GEB40F
C1BRGEB40F391001 - BARRA REDONDA ACO LIGADO 4140 FORJADO DN 391,0 MM ESPECIFICACAO MMP-GEB40F
C1BRGEB40F620001 - BARRA REDONDA ACO LIGADO 4140 FORJADO 620,0 MM ESPECIFICACAO MMP-GEB40F
C1BRGEB40G102001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO DN 4 IN ESPECIFICACAO MMP-GEB40G QMP 1
C1BRGEB40G169001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO DN 6.5/8 IN ESPECIFICACAO MMP-GEB40G QMP 1
C1BRGEB40G280001 - BARRA REDONDA ACO LIGADO 4140 TEMPERADO DN 11 IN ESPECIFICACAO MMP-GEB40G QMP 1
C1BRGIG20A056001 - BARRA REDONDA ACO LIGADO 8620 LAMINADO 2.3/16 IN ESPECIFICACAO MMP-GIG20A QMP 1
C1BRGIG20A166001 - BARRA REDONDA ACO LIGADO 8620 LAMINADO 6.1/2 IN ESPECIFICACAO MMP-GIG20A QMP 1
C1BRGIG20A229001 - BARRA REDONDA ACO LIGADO 8620 LAMINADO 9 IN ESPECIFICACAO MMP-GIG20A QMP 1
C1BRHEB45E172001 - TUBO ACO LIGADO 4145H COMANDO DN 6.3/4 IN ESPECIFICACAO MMP-HEB45E
C1BRPAA70B023001 - BARRA ROSCADA ACO CLASSE B7 DN 7/8 IN 9 UNC ESPECIFICACAO MMP-PAA70B
C1BRPAA70B026001 - BARRA ROSCADA ACO CLASSE B7 DN 1 IN 8 UNC ESPECIFICACAO: MMP-PAA70B QMP 1
C1BRPAA70B029001 - BARRA ROSCADA ACO CLASSE B7 DN 1.1/8 IN 8 UN ESPECIFICACAO MMP-PAA70B
C1BRPAA70B032001 - BARRA ROSCADA ACO CLASSE B7 DN 1.1/4 IN 7 UNC ESPECIFICACAO MMP-PAA70B QMP 1
C1BRPAA70B035001 - BARRA ROSCADA ACO CLASSE B7 DN 1.3/8 IN 8 UN ESPECIFICACAO MMP-PAA70B
C1BRPAA70B042001 - BARRA ROSCADA ACO CLASSE B7 DN 1.5/8 IN 8 UN ESPECIFICACAO MMP-PAA70B
C1BRSBF50A090001 - BARRA REDONDA ACO INOXIDAVEL 15-5 PH DN 88.9MM ENDURECIDO POR PRECIPITACAO H1075 ESPECIFICACAO MMP-SBF50A
C1FUJAC50A053001 - FUNDIDO PARA VOLANTE VALVULA GAVETA 2.1/16 IN ACO 1020
C1FUJBD34D053001 - FUNDIDO PARA FLANGE COMPANHEIRO 2.1/16 IN 5KSI 4140 GR 60K
C1FUJBD34D180003 - FUNDIDO PARA ADAPTADOR A3 7.1/16'' X 7.1/16''
C1FUJBD34D391001 - FUNDIDO ADAPTADOR A2 2M ENC
C1TBGEB40B680001 - TUBO ACO LIGADO 4140 DN 680 MM ESPECIFICACAO MMP-GEB40B QMP 1
